File_accession	File_format	File_type	File_format_type	Output_type	File_assembly	Experiment_accession	Assay	Donor(s)	Biosample_term_id	Biosample_term_name	Biosample_type	Biosample_organism	Biosample_treatments	Biosample_treatments_amount	Biosample_treatments_duration	Biosample_genetic_modifications_methods	Biosample_genetic_modifications_categories	Biosample_genetic_modifications_targets	Biosample_genetic_modifications_gene_targets	Biosample_genetic_modifications_site_coordinates	Biosample_genetic_modifications_zygosity	Experiment_target	Library_made_from	Library_depleted_in	Library_extraction_method	Library_lysis_method	Library_crosslinking_method	Library_strand_specific	Experiment_date_released	Project	RBNS_protein_concentration	Library_fragmentation_method	Library_size_range	Biological_replicate(s)	Technical_replicate(s)	Read_length	Mapped_read_length	Run_type	Paired_end	Paired_with	Index_of	Derived_from	Size	Lab	md5sum	dbxrefs	File_download_URL	Genome_annotation	Platform	Controlled_by	File_Status	s3_uri	Azure_URL	File_analysis_title	File_analysis_status	Audit_WARNING	Audit_NOT_COMPLIANT	Audit_ERROR
ENCFF056JNV	fastq	fastq		reads		ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_2	76		single-ended					586165385	Bradley_Bernstein,_Broad	4248c0a94747ca86c6b4f0e10641d008	SRA:SRR10838533	https://www.encodeproject.org/files/ENCFF056JNV/@@download/ENCFF056JNV.fastq.gz		Illumina_HiSeq_2500		released	s3://encode-public/2019/07/29/078e7ce2-ee30-47c7-8611-57b625f76082/ENCFF056JNV.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/29/078e7ce2-ee30-47c7-8611-57b625f76082/ENCFF056JNV.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			antibody_characterized_with_exemption,_missing_controlled_by		
ENCFF696JRZ	bam	bam		unfiltered_alignments	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2		76					/files/ENCFF861WPS/,_/files/ENCFF682AOT/,_/files/ENCFF643CGH/,_/files/ENCFF056JNV/,_/files/ENCFF608GCT/	2208712272	ENCODE_Processing_Pipeline	30b18475cedcdc6e799f1fe63bd495b0		https://www.encodeproject.org/files/ENCFF696JRZ/@@download/ENCFF696JRZ.bam				released	s3://encode-public/2019/08/11/6ff88e5a-ed02-405d-b6e1-045a168db527/ENCFF696JRZ.bam	https://datasetencode.blob.core.windows.net/dataset/2019/08/11/6ff88e5a-ed02-405d-b6e1-045a168db527/ENCFF696JRZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	antibody_characterized_with_exemption		
ENCFF386OVO	bam	bam		unfiltered_alignments	hg19	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2		76					/files/ENCFF807MUK/,_/files/ENCFF861WPS/,_/files/ENCFF682AOT/,_/files/ENCFF056JNV/,_/files/ENCFF608GCT/	2202837790	ENCODE_Processing_Pipeline	0e6ac95eeaf65d147baa72a6c61d83f0		https://www.encodeproject.org/files/ENCFF386OVO/@@download/ENCFF386OVO.bam				released	s3://encode-public/2019/08/11/b4cdf83c-4867-4342-81ff-3a8f8fae6fa4/ENCFF386OVO.bam	https://datasetencode.blob.core.windows.net/dataset/2019/08/11/b4cdf83c-4867-4342-81ff-3a8f8fae6fa4/ENCFF386OVO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	antibody_characterized_with_exemption		
ENCFF962XUY	bam	bam		alignments	hg19	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2		76					/files/ENCFF807MUK/,_/files/ENCFF861WPS/,_/files/ENCFF682AOT/,_/files/ENCFF056JNV/,_/files/ENCFF608GCT/	1870056914	ENCODE_Processing_Pipeline	47e81e90b7ea2247f7b5ed637029665e		https://www.encodeproject.org/files/ENCFF962XUY/@@download/ENCFF962XUY.bam				released	s3://encode-public/2019/08/11/d6e6c36a-f019-4ba7-b0ef-68f41727c4d8/ENCFF962XUY.bam	https://datasetencode.blob.core.windows.net/dataset/2019/08/11/d6e6c36a-f019-4ba7-b0ef-68f41727c4d8/ENCFF962XUY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	antibody_characterized_with_exemption		
ENCFF722SOU	bam	bam		alignments	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2		76					/files/ENCFF861WPS/,_/files/ENCFF682AOT/,_/files/ENCFF643CGH/,_/files/ENCFF056JNV/,_/files/ENCFF608GCT/	1872158224	ENCODE_Processing_Pipeline	9b1dc4bbffbb96c0d106bb17f227e70e		https://www.encodeproject.org/files/ENCFF722SOU/@@download/ENCFF722SOU.bam				released	s3://encode-public/2019/08/11/64b04273-ecc2-49ee-a2d6-3791e29cdbe1/ENCFF722SOU.bam	https://datasetencode.blob.core.windows.net/dataset/2019/08/11/64b04273-ecc2-49ee-a2d6-3791e29cdbe1/ENCFF722SOU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	antibody_characterized_with_exemption		
ENCFF056YBP	bigWig	bigWig		signal_p-value	hg19	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF349BOR/,_/files/ENCFF962XUY/	1037168877	ENCODE_Processing_Pipeline	05abc5a792b584916884f7b13d6cb7f1		https://www.encodeproject.org/files/ENCFF056YBP/@@download/ENCFF056YBP.bigWig				released	s3://encode-public/2019/09/07/35ae9466-1019-43af-a351-735095de238e/ENCFF056YBP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/35ae9466-1019-43af-a351-735095de238e/ENCFF056YBP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	antibody_characterized_with_exemption		
ENCFF099EJD	bigWig	bigWig		signal_p-value	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF535IMT/,_/files/ENCFF722SOU/	1271028813	ENCODE_Processing_Pipeline	cc2ce0d4ae886efcb5178c1f61566499		https://www.encodeproject.org/files/ENCFF099EJD/@@download/ENCFF099EJD.bigWig				released	s3://encode-public/2019/09/07/fa8a8044-123a-45f7-96bf-82b693edfcba/ENCFF099EJD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/fa8a8044-123a-45f7-96bf-82b693edfcba/ENCFF099EJD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	antibody_characterized_with_exemption		
ENCFF890RES	bigWig	bigWig		fold_change_over_control	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF535IMT/,_/files/ENCFF722SOU/	1221244578	ENCODE_Processing_Pipeline	8e8937c5c7c0e53c498a8e7555ae2d44		https://www.encodeproject.org/files/ENCFF890RES/@@download/ENCFF890RES.bigWig				released	s3://encode-public/2019/09/07/0dbd4a20-656e-420b-bb78-87d7d7a225c9/ENCFF890RES.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/0dbd4a20-656e-420b-bb78-87d7d7a225c9/ENCFF890RES.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	antibody_characterized_with_exemption		
ENCFF294WZI	bigWig	bigWig		fold_change_over_control	hg19	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF349BOR/,_/files/ENCFF962XUY/	1204600324	ENCODE_Processing_Pipeline	7aa2e19f51169111f412c6250b6bd5ea		https://www.encodeproject.org/files/ENCFF294WZI/@@download/ENCFF294WZI.bigWig				released	s3://encode-public/2019/09/07/867cfa96-6bd9-46e0-a4f7-227697dbb38b/ENCFF294WZI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/867cfa96-6bd9-46e0-a4f7-227697dbb38b/ENCFF294WZI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	antibody_characterized_with_exemption		
ENCFF265XHP	bed_narrowPeak	bed	narrowPeak	peaks_and_background_as_input_for_IDR	hg19	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF349BOR/,_/files/ENCFF962XUY/	6079980	ENCODE_Processing_Pipeline	2260f82eb2d36b7fbae06baf0b4eb80a		https://www.encodeproject.org/files/ENCFF265XHP/@@download/ENCFF265XHP.bed.gz				released	s3://encode-public/2019/09/07/86398c2a-b69a-480c-87d7-55363e05a408/ENCFF265XHP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/86398c2a-b69a-480c-87d7-55363e05a408/ENCFF265XHP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	antibody_characterized_with_exemption		
ENCFF798DWJ	bigBed_narrowPeak	bigBed	narrowPeak	peaks_and_background_as_input_for_IDR	hg19	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF265XHP/	13710862	ENCODE_Processing_Pipeline	b6551ecd5b1b97280f09a0e4e9c6f2ea		https://www.encodeproject.org/files/ENCFF798DWJ/@@download/ENCFF798DWJ.bigBed				released	s3://encode-public/2019/09/07/7a388505-5fa2-4f02-bba4-1a6ed4b0f8f3/ENCFF798DWJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/7a388505-5fa2-4f02-bba4-1a6ed4b0f8f3/ENCFF798DWJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	antibody_characterized_with_exemption		
ENCFF010FWR	bigBed_narrowPeak	bigBed	narrowPeak	pseudoreplicated_IDR_thresholded_peaks	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF639IZT/	978535	ENCODE_Processing_Pipeline	47090a441121d0e2316da4c0d4af3040		https://www.encodeproject.org/files/ENCFF010FWR/@@download/ENCFF010FWR.bigBed				released	s3://encode-public/2019/09/07/e85e3997-ed0f-4028-8687-f5924c938335/ENCFF010FWR.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/e85e3997-ed0f-4028-8687-f5924c938335/ENCFF010FWR.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	antibody_characterized_with_exemption		
ENCFF109XGR	bigBed_narrowPeak	bigBed	narrowPeak	peaks_and_background_as_input_for_IDR	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF537XJK/	13748080	ENCODE_Processing_Pipeline	0e96be85b2255d56dabfeaccd022aa7a		https://www.encodeproject.org/files/ENCFF109XGR/@@download/ENCFF109XGR.bigBed				released	s3://encode-public/2019/09/07/d5a390e6-0ad6-4a1e-8300-2204c3bbdc11/ENCFF109XGR.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/d5a390e6-0ad6-4a1e-8300-2204c3bbdc11/ENCFF109XGR.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	antibody_characterized_with_exemption		
ENCFF537XJK	bed_narrowPeak	bed	narrowPeak	peaks_and_background_as_input_for_IDR	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF535IMT/,_/files/ENCFF722SOU/	6098515	ENCODE_Processing_Pipeline	1af07d9f101df7f84b4409667aa10a0d		https://www.encodeproject.org/files/ENCFF537XJK/@@download/ENCFF537XJK.bed.gz				released	s3://encode-public/2019/09/07/256f91c0-4d1b-4742-8572-a684f19ba898/ENCFF537XJK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/256f91c0-4d1b-4742-8572-a684f19ba898/ENCFF537XJK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	antibody_characterized_with_exemption		
ENCFF444PFG	bed_narrowPeak	bed	narrowPeak	pseudoreplicated_IDR_thresholded_peaks	hg19	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF265XHP/,_/files/ENCFF001TDO/	569640	ENCODE_Processing_Pipeline	090769e248711194d8ea6320805da3b2		https://www.encodeproject.org/files/ENCFF444PFG/@@download/ENCFF444PFG.bed.gz				released	s3://encode-public/2019/09/07/74e133d0-e678-49f3-9cdf-b37d25f55794/ENCFF444PFG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/74e133d0-e678-49f3-9cdf-b37d25f55794/ENCFF444PFG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	antibody_characterized_with_exemption		
ENCFF551HTC	bigBed_narrowPeak	bigBed	narrowPeak	pseudoreplicated_IDR_thresholded_peaks	hg19	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF444PFG/	975451	ENCODE_Processing_Pipeline	63c2fda65d6810d4194e92c8ea8e394d		https://www.encodeproject.org/files/ENCFF551HTC/@@download/ENCFF551HTC.bigBed				released	s3://encode-public/2019/09/07/c0ac02dc-5aab-4ba9-be58-1bb22a870e8c/ENCFF551HTC.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/c0ac02dc-5aab-4ba9-be58-1bb22a870e8c/ENCFF551HTC.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived	antibody_characterized_with_exemption		
ENCFF639IZT	bed_narrowPeak	bed	narrowPeak	pseudoreplicated_IDR_thresholded_peaks	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF419RSJ/,_/files/ENCFF537XJK/	568905	ENCODE_Processing_Pipeline	8e4e2f504f189010a3d0eee201f62b31		https://www.encodeproject.org/files/ENCFF639IZT/@@download/ENCFF639IZT.bed.gz				released	s3://encode-public/2019/09/07/496d8934-8e02-4354-8e26-8a62c13aef6a/ENCFF639IZT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/09/07/496d8934-8e02-4354-8e26-8a62c13aef6a/ENCFF639IZT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived	antibody_characterized_with_exemption		
ENCFF903SUD	bam	bam		alignments	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2		76					/files/ENCFF110MCL/,_/files/ENCFF861WPS/,_/files/ENCFF056JNV/,_/files/ENCFF682AOT/,_/files/ENCFF608GCT/	1877040412	ENCODE_Processing_Pipeline	895faf19681e093d44bc86f255935113		https://www.encodeproject.org/files/ENCFF903SUD/@@download/ENCFF903SUD.bam				released	s3://encode-public/2020/09/23/26595b90-08d7-423e-ad96-3524d4d6ffa8/ENCFF903SUD.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/26595b90-08d7-423e-ad96-3524d4d6ffa8/ENCFF903SUD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released	antibody_characterized_with_exemption		
ENCFF984JCD	bigWig	bigWig		signal_p-value	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF076ONX/,_/files/ENCFF903SUD/	1157487593	ENCODE_Processing_Pipeline	aa36a0002aa9145b6ce6e30c003328ed		https://www.encodeproject.org/files/ENCFF984JCD/@@download/ENCFF984JCD.bigWig				released	s3://encode-public/2020/09/23/62b176b1-df5a-4886-a86c-95abc7957573/ENCFF984JCD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/62b176b1-df5a-4886-a86c-95abc7957573/ENCFF984JCD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released	antibody_characterized_with_exemption		
ENCFF737FRQ	bed_idr_ranked_peak	bed	idr_ranked_peak	IDR_ranked_peaks	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF076ONX/,_/files/ENCFF903SUD/	3751136	ENCODE_Processing_Pipeline	ab97ac6422f50a6b321c4270c1541183		https://www.encodeproject.org/files/ENCFF737FRQ/@@download/ENCFF737FRQ.bed.gz				released	s3://encode-public/2020/09/23/36d8abc2-18e8-40b1-b537-e8dc05d9095e/ENCFF737FRQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/36d8abc2-18e8-40b1-b537-e8dc05d9095e/ENCFF737FRQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released	antibody_characterized_with_exemption		
ENCFF397ZZF	bigBed_narrowPeak	bigBed	narrowPeak	IDR_thresholded_peaks	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF168XIT/	970045	ENCODE_Processing_Pipeline	ad6aac18795b3ae575d81fa53ec46a48		https://www.encodeproject.org/files/ENCFF397ZZF/@@download/ENCFF397ZZF.bigBed				released	s3://encode-public/2020/09/23/b90f8916-d8fd-4dcc-90e7-07c92345b5bd/ENCFF397ZZF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/b90f8916-d8fd-4dcc-90e7-07c92345b5bd/ENCFF397ZZF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released	antibody_characterized_with_exemption		
ENCFF634JUC	bigWig	bigWig		fold_change_over_control	GRCh38	ENCSR857RJQ	TF_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1,_1_2							/files/ENCFF076ONX/,_/files/ENCFF903SUD/	1201244578	ENCODE_Processing_Pipeline	098af213ae311f21db2660608664eabb		https://www.encodeproject.org/files/ENCFF634JUC/@@download/ENCFF634JUC.bigWig				released	s3://encode-public/2020/09/23/fa25c248-9b47-440f-a04a-92a142ee60f6/ENCFF634JUC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/fa25c248-9b47-440f-a04a-92a142ee60f6/ENCFF634JUC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released	antibody_characterized_with_exemption		
ENCFF928WZU	bigWig	bigWig		signal_p-value	GRCh38	ENCSR937EVN	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF076ONX/,_/files/ENCFF633SJK/	1280784200	ENCODE_Processing_Pipeline	c582df5a81c5db73964434b7501b8258		https://www.encodeproject.org/files/ENCFF928WZU/@@download/ENCFF928WZU.bigWig				released	s3://encode-public/2020/09/21/59dae71a-a836-4ab5-b54f-8fe5b0c949c6/ENCFF928WZU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/59dae71a-a836-4ab5-b54f-8fe5b0c949c6/ENCFF928WZU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released			
ENCFF322NLT	bigWig	bigWig		fold_change_over_control	GRCh38	ENCSR937EVN	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF076ONX/,_/files/ENCFF633SJK/	1411918816	ENCODE_Processing_Pipeline	65342192cf907c863604f5bfe60f2166		https://www.encodeproject.org/files/ENCFF322NLT/@@download/ENCFF322NLT.bigWig				released	s3://encode-public/2020/09/21/6259f934-d8c4-429a-9e9b-02ae0e1bb7e6/ENCFF322NLT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/6259f934-d8c4-429a-9e9b-02ae0e1bb7e6/ENCFF322NLT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released			
ENCFF872UHN	bigBed_narrowPeak	bigBed	narrowPeak	pseudoreplicated_peaks	GRCh38	ENCSR937EVN	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF414SKU/	2980089	ENCODE_Processing_Pipeline	2207b7b3378df7776e7ecdc2aa1a5de0		https://www.encodeproject.org/files/ENCFF872UHN/@@download/ENCFF872UHN.bigBed				released	s3://encode-public/2020/09/21/c38cd923-008e-4c39-a49f-feaf05263d93/ENCFF872UHN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/c38cd923-008e-4c39-a49f-feaf05263d93/ENCFF872UHN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released			
ENCFF935UTO	fastq	fastq		reads		ENCSR937EVN	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_2	76		single-ended					678759963	Bradley_Bernstein,_Broad	dcccbc155e335bdf2ca50a6e743a0b2c	SRA:SRR10838580	https://www.encodeproject.org/files/ENCFF935UTO/@@download/ENCFF935UTO.fastq.gz		Illumina_HiSeq_2500		released	s3://encode-public/2019/04/27/a16c899c-66b8-4b70-b0dd-05caa76a3648/ENCFF935UTO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/04/27/a16c899c-66b8-4b70-b0dd-05caa76a3648/ENCFF935UTO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing_controlled_by		
ENCFF653PKW	fastq	fastq		reads		ENCSR937EVN	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid_colon	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-08-01	ENCODE		none,_sonication_(generic)	200-600	1	1_2	76		single-ended					674758877	Bradley_Bernstein,_Broad	f424b99a7b58175a07a28716e5b6449a	SRA:SRR10838581	https://www.encodeproject.org/files/ENCFF653PKW/@@download/ENCFF653PKW.fastq.gz		Illumina_HiSeq_2500		released	s3://encode-public/2019/04/27/6c4afa1d-7789-4ae8-8148-b3b73222452f/ENCFF653PKW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/04/27/6c4afa1d-7789-4ae8-8148-b3b73222452f/ENCFF653PKW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing_controlled_by		
